google_id,name,dept,h_index,i10index,min_year,max_year,t_publication,t_pubs_citations,highest_citations,mean_of_IF,mean_of_co_authors,num_nsf,t_deflated_nsf,num_nih,t_deflated_nih,Y05yr,KTotal,KDirect,KMediated,Chi,BetCentrality,PRCentrality,XDIndicator,SchoolRank
0sU4eAwAAAAJ,VICTORIA J ROWNTREE ,BIO,19,32,1973,2017,40,1262,129,2.934,7.475,0,0,0,0,1970,83,2,81,0.03289473684210526,242.90653204080095,0.00010629935407967162,BIO,55
0tJWcp4AAAAJ,GREGORY PAUL COPENHAVER ,BIO,32,44,1992,2016,68,3278,408,10.089,7.853,4,1784320,0,0,1990,625,5,620,0.5141242937853108,852.3225252946212,0.000159598025562687,XD,26
0U8U6t0AAAAJ,SANDRA GESING ,CS,10,11,2009,2016,49,534,125,2.842,9.184,2,24871,0,0,2005,191,4,187,0.27607361963190186,173.0006210490953,0.0001405205894056314,XD,60
0udXcCEAAAAJ,DON J MELNICK ,BIO,38,67,1978,2016,100,4472,280,4.613,4.2,18,6890939,0,0,1975,181,2,179,0.07291666666666667,0,0.00009316025285078398,BIO,14
0uj4niwAAAAJ,CARLOS A MACHADO ,BIO,30,36,1996,2016,41,4623,1471,8.571,10.439,6,11580911,0,0,1995,558,22,536,0.5588235294117647,18239.453989155674,0.0005577019123266671,XD,55
0VFi-vAAAAAJ,GEORGE N KOLLIOS ,CS,42,63,1998,2016,87,7480,1089,1.831,4.011,8,5601778,0,0,1995,188,15,173,0.1,6021.885008988151,0.0003635713764191528,CS,48
0vsEnW8AAAAJ,KIMBERLY A SELKOE ,BIO,25,36,2002,2016,43,10351,3043,8.82,8.953,0,0,0,0,2000,130,7,123,0.02358490566037736,1086.1798060165197,0.0002526799781997224,BIO,50
0vWWXXUAAAAJ,BUELENT YENER ,CS,38,79,1992,2016,84,3717,506,2.69,4.036,0,0,0,0,1990,181,8,173,0.06711409395973154,5420.163512469328,0.00024482070024447203,XD,52
0VzUxIcAAAAJ,DARRELL WHITLEY ,CS,59,160,1987,2016,155,13968,2296,2.207,2.923,0,0,0,0,1985,74,6,68,0.12037037037037036,516.6788494213141,0.0002363938006283523,CS,70
0w0Dy34AAAAJ,JUDY QIU ,CS,21,45,2008,2016,57,1994,811,1.631,5.351,7,10559479,0,0,2005,265,9,256,0.2786885245901639,5686.900269459743,0.00027031299503385987,CS,52
0XV1sFsAAAAJ,SIMON SINSING LAM ,CS,51,123,1973,2015,149,11459,1330,1.555,2.537,11,6153476,0,0,1970,205,6,199,0.11214953271028037,2166.984045310486,0.0001794396355552073,CS,9
0XwGb10AAAAJ,CHRIS PIERRET ,BIO,8,8,2006,2014,14,165,33,2.457,5.786,0,0,0,0,2005,23,1,22,0.057692307692307696,0,0.00008583110831255711,BIO,38
0y6JDD4AAAAJ,MAHADEV SATYANARAYANAN ,CS,68,160,1974,2017,183,24794,2887,2.041,4.011,10,10236600,0,0,1970,535,17,518,0.14344262295081966,7897.745750997538,0.0003966926550188732,CS,1
0YlwI5MAAAAJ,BRUCE TIDOR ,CS,53,111,1983,2016,143,12867,3445,7.033,4.846,3,949995,33,7134015,1980,330,7,323,0.5503355704697986,3641.99937597478,0.0002647732133708569,XD,1
0zrqo3B-66wC,HAKIM WEATHERSPOON ,CS,23,41,1999,2016,61,6617,2974,1.145,5.23,7,4284421,0,0,1995,302,22,280,0.11570247933884298,7428.735713892131,0.0004439900830953981,CS,6
0zVOVQ0AAAAJ,JIANER CHEN ,CS,44,122,1991,2016,204,5987,438,0.998,3.343,9,1854801,0,0,1990,358,11,347,0.18064516129032257,12252.883040465667,0.0003212050465100181,XD,40
0zZnyMEAAAAJ,WILLIAM T FREEMAN ,CS,87,200,1981,2016,235,45850,3451,4.756,3.706,7,3089222,0,0,1980,327,16,311,0.125,4519.17549832626,0.00039833181540308645,CS,1
0_vvBZkAAAAJ,EITAN GRINSPUN ,CS,32,62,2001,2016,75,4588,1011,3.808,4.387,10,3510104,0,0,1995,218,13,205,0.11023622047244094,3782.6875448043634,0.0003388805207045014,CS,15
10HSX90AAAAJ,JULES WHITE ,CS,23,52,2005,2016,102,2103,138,1.856,4.157,0,0,0,0,2005,168,5,163,0.128,551.5450051337867,0.00014875772068119805,CS,56
117h3CAAAAAJ,STEPHEN B MONTGOMERY ,BIO,36,49,2003,2016,70,9391,2145,15.71,16.914,0,0,2,439435,2000,739,21,718,0.5222513089005235,7887.208862641657,0.0004946941303118236,XD,1
11imIQsAAAAJ,CAROL M ANDERSON ,BIO,9,9,1997,2015,12,1771,492,4.466,6.333,0,0,11,5321738,1995,72,0,72,0.1111111111111111,0,0,BIO,34
11NcM2EAAAAJ,DONG XUAN ,CS,37,83,1999,2016,113,4972,600,2.165,4.832,7,2173025,0,0,1995,278,5,273,0.18691588785046728,981.583387600079,0.0001785949468782978,CS,34
11RguYAAAAAJ,NATHAN MICHAEL SPRINGER ,BIO,39,67,2000,2017,80,7030,2169,7.748,10.363,8,10274853,0,0,2000,568,20,548,0.543046357615894,14554.784018576696,0.0005507027803337461,XD,34
14K6V00AAAAJ,MELISSA M ROLLS ,BIO,25,35,1993,2016,38,2587,366,8.613,4.974,0,0,12,2229859,1990,124,0,124,0.04,0,0,BIO,42
15XbAJIAAAAJ,BRIAN P RAILING ,CS,4,2,2008,2015,9,83,35,0.536,3.333,0,0,0,0,2005,37,1,36,0.0625,0,0.00010033184621615315,CS,1
16posrQAAAAJ,LILI QIU ,CS,43,80,1998,2016,102,9389,1932,1.913,4.363,10,3872153,0,0,1995,629,15,614,0.1592356687898089,9140.073840258772,0.00034377932719943535,CS,9
17FnXRkAAAAJ,CARY O HARDING ,BIO,33,61,1990,2016,94,2592,175,5.141,10.255,0,0,33,6065966,1990,317,1,316,0.06573705179282868,0,0.00006448419254605949,BIO,68
17H27fYAAAAJ,SARA C HOTCHKISS ,BIO,17,23,1990,2016,36,735,121,4.139,4.722,8,1359955,0,0,1990,82,3,79,0.09859154929577464,279.1124385200335,0.00012676000630027677,BIO,18
19kNRU0AAAAJ,STEVE ZDANCEWIC ,CS,38,57,1999,2017,75,4519,283,0.641,3.213,0,0,0,0,1995,184,10,174,0.1111111111111111,2336.614165834544,0.00025475924120970593,CS,19
19KQ9w8AAAAJ,ANDREA I DOSEFF ,BIO,28,37,1991,2016,45,2318,484,5.714,6.4,2,3398862,8,1910446,1990,199,3,196,0.10897435897435898,599.7475519981438,0.0001297586050530518,BIO,42
19qSWk8AAAAJ,GUY KORTSARZ ,CS,35,81,1992,2016,132,3905,526,0.895,3.076,4,537765,0,0,1990,131,8,123,0.030303030303030304,458.32614819099757,0.00020283200455958623,CS,34
1a17o2YAAAAJ,DAVID JOSEPH SULLIVAN ,BIO,39,78,1965,2016,120,6498,686,6.153,7.642,0,0,0,0,1965,320,9,311,0.07476635514018691,6968.9155939212105,0.0002910836319252259,BIO,5
1A9MXTkAAAAJ,DEANA L ERDNER ,BIO,19,24,1996,2016,30,1342,269,4.333,4.833,7,3228089,0,0,1995,90,3,87,0.18840579710144928,3617.0228329170673,0.00015660521374945757,BIO,30
1Aa3qxIAAAAJ,HAO CHEN ,CS,50,188,1982,2016,124,6119,963,2.114,5.161,12,4362261,22,10107902,1980,1031,37,994,0.45226130653266333,91867.92100349869,0.0009221195939008324,XD,34
1AHBOEcAAAAJ,CONOR J MCMENIMAN ,BIO,12,12,2006,2014,12,1466,496,15.986,7.917,0,0,0,0,2005,19,0,19,0.0392156862745098,0,0,BIO,5
1aoOTPIAAAAJ,EDUARDO MIRANDA ,CS,9,9,1989,2012,16,206,54,1.339,1.313,2,2476985,0,0,1985,1,0,1,0,0,0,CS,1
1BZVKNkAAAAJ,ZEMER GITAI ,BIO,29,44,2003,2016,51,2825,338,10.288,4.98,1,468016,13,6532198,2000,156,6,150,0.0967741935483871,810.4072226019194,0.0002238540615489331,BIO,9
1cn60e8AAAAJ,STEVEN C GRAMBOW ,BIO,30,50,1998,2016,69,3346,371,4.8,7.667,0,0,0,0,1995,78,1,77,0.16355140186915887,0,0.00007138211623669682,XD,11
1CR0meYAAAAJ,XIAOHUI S XIE ,CS,42,68,2000,2016,82,18625,3660,9.644,13,2,1294764,3,619250,2000,940,18,922,0.8966442953020134,10398.569805709369,0.00044981387251783486,XD,29
1CtZnTMAAAAJ,MICHAEL T MARR ,BIO,19,24,1996,2016,31,3021,751,10.91,5.548,0,0,0,0,1995,262,7,255,0.27927927927927926,4429.41640076264,0.0002524824096362136,BIO,55
1ddBSr8AAAAJ,DAVID DOTY ,CS,16,25,2003,2016,33,754,60,1.461,3.03,7,691705,0,0,2000,26,0,26,0.03225806451612903,0,0,CS,34
1DpUSnsAAAAJ,PHILIPPE CLUZEL ,BIO,18,21,1994,2015,25,2996,1050,12.098,3.88,3,755834,5,1291408,1990,34,2,32,0.09090909090909091,194.79601751708483,0.00010191656407407802,BIO,1
1duOrVIAAAAJ,GOPAL THINAKARAN ,BIO,55,93,1991,2016,125,14650,1525,6.313,7.704,0,0,33,9768674,1990,441,3,438,0.11963882618510158,1641.4539591795542,0.0001456055337911274,BIO,14
1fEZ_osAAAAJ,BABA C VEMURI ,CS,47,132,1983,2016,221,12159,3876,3.596,3.615,7,1988263,18,6938048,1980,411,7,404,0.22872340425531915,2009.6433452000886,0.00021428732892248914,CS,48
1FwsujMAAAAJ,NICOLA LEE DELL ,CS,7,5,2010,2016,16,227,68,0,4.875,0,0,0,0,2010,55,2,53,0.027777777777777776,0,0.00009227778699558338,CS,6
1hEE9ZsAAAAJ,FRANK MUELLER ,CS,47,138,1992,2016,195,8695,1475,0.894,3.369,16,5565141,0,0,1990,263,2,261,0.15760869565217392,2214.6616022585395,0.00011742646438403779,XD,48
1HYDaVIAAAAJ,JAMES D ASPNES ,CS,31,59,1987,2017,87,5700,818,1.289,3.356,10,2156628,0,0,1985,326,8,318,0.1262135922330097,4170.129871573049,0.00021168369288348323,CS,20
1h_0s3wAAAAJ,SUSAN KAYE MCCONNELL ,BIO,57,81,1982,2016,80,11685,809,9.228,4.713,2,660148,37,14634953,1980,222,3,219,0.09313725490196079,776.041720064485,0.0001542154366744836,BIO,1
1jE4flwAAAAJ,DONALD ALVIN LEVIN ,BIO,66,189,1963,2016,189,14285,1074,3.776,1.64,1,337704,0,0,1960,111,8,103,0.12307692307692308,5461.890744326086,0.00029721758906538383,BIO,30
1jjyaBYAAAAJ,BISTRA N DILKINA ,CS,11,12,2004,2016,28,352,55,1.71,4.036,1,0,0,0,2000,80,5,75,0.2,138.08070001382762,0.0001373474765006972,CS,9
1KRXBIwAAAAJ,LEONID REYZIN ,CS,31,50,1999,2016,62,6024,1966,1.363,3.355,7,6254205,0,0,1995,138,14,124,0.05714285714285714,1492.4970253519964,0.0003041912798777948,CS,48
1kTPw60AAAAJ,ROBERT JOHN HOBSON ,BIO,11,12,2002,2012,12,614,201,6.537,6.833,0,0,0,0,2000,46,3,43,0.09302325581395349,12.896436607880304,0.00016578748422813776,BIO,55
1kwoMp0AAAAJ,M CENK CAVUSOGLU ,CS,28,53,1997,2016,66,2238,213,1.853,3.545,8,4159060,3,738161,1995,73,1,72,0.1125,0,0.00007002379207559996,CS,70
1LG-V8EAAAAJ,NANCY C EMERY ,BIO,12,15,2001,2016,24,510,215,4.055,4.25,2,18440,0,0,2000,68,4,64,0.04918032786885246,952.3597603549975,0.00015711496514001047,BIO,30
1LUuMc8AAAAJ,ANDREA WERNECK RICHA ,CS,26,44,1995,2017,70,3166,1167,1.449,4.314,14,4295246,0,0,1995,213,7,206,0.12345679012345678,1413.301300005733,0.00018820736257081747,CS,48
1lvl_XYAAAAJ,SAVITHRAMMA P DINESH-KUMAR ,BIO,49,79,1992,2016,100,12450,1303,8.505,4.68,8,14233925,0,0,1990,407,6,401,0.15165876777251186,2398.4828592293456,0.00022111464613666144,BIO,19
1l_zPXQAAAAJ,CLAY FUQUA ,BIO,46,86,1995,2016,96,4985,339,4.298,4.729,0,0,0,0,1995,413,7,406,0.2317596566523605,4792.026723509514,0.00023980802641915147,BIO,34
1mMmqs4AAAAJ,HONGWEI XI ,CS,23,32,1994,2016,51,2604,615,0.886,2.216,6,1924685,0,0,1990,63,1,62,0.07142857142857142,0,0.0000662270879778925,CS,48
1MwNI3EAAAAJ,TIMOTHY R LEZON ,BIO,11,11,2004,2016,16,319,151,4.652,5.75,0,0,0,0,2000,113,3,110,0.24074074074074073,91.13912108379262,0.0001269183433309528,BIO,42
1nr7TU0AAAAJ,BRANDON S GAUT ,BIO,69,128,1989,2016,135,19986,2126,10.192,5.17,11,5606184,0,0,1985,652,14,638,0.36103151862464183,17617.807577076313,0.0003994178424692916,XD,34
1NtRHc4AAAAJ,L THORNE MCCARTY ,CS,22,32,1977,2015,36,1723,248,1.64,2.111,0,0,0,0,1975,30,2,28,0.6756756756756757,304.1805303323859,0.00008158398941427435,XD,34
1OipGrkAAAAJ,LYNN S ADLER ,BIO,28,39,1995,2016,52,2143,371,3.598,3.404,10,1563283,0,0,1995,91,2,89,0.0410958904109589,92.04767622457838,0.00010599214065947999,BIO,55
1P6HeqQAAAAJ,YOUNG-SAM LEE ,BIO,11,11,1998,2015,13,1253,345,15.149,5.769,0,0,6,1069348,1995,89,2,87,0.15217391304347827,50.276405718476035,0.00010076971325265755,BIO,5
1pRIDP4AAAAJ,SUMEET KUMAR GUPTA ,CS,14,19,2005,2016,52,813,85,2.378,4.538,1,0,0,0,2005,113,3,110,0.11392405063291139,54.426395871113655,0.00011424525483994364,CS,20
1q4T4E4AAAAJ,JOERG BEWERSDORF ,BIO,33,53,1998,2016,85,3938,521,6.797,5.753,1,214636,8,1072052,1995,249,2,247,0.09956709956709957,64.56048392709863,0.00012687715508606287,BIO,7
1QnCveAAAAAJ,GANG FANG ,BIO,16,18,2002,2016,19,1056,275,8.64,13.474,0,0,7,1643604,2000,628,9,619,0.5765765765765766,2810.081220691439,0.00024122543641074827,XD,68
1R-Pn34AAAAJ,SUSAN L FORSBURG ,BIO,38,68,1989,2016,77,3793,447,7.027,3.26,3,1073510,25,8105700,1985,94,0,94,0.08080808080808081,0,0,BIO,55
1RdlZvQAAAAJ,MARK R CHRISTIE ,BIO,13,13,2009,2016,20,829,183,5.248,4.3,0,0,0,0,2005,43,1,42,0.1,0,0.00010632656147678576,BIO,55
1s3GeggAAAAJ,PHILIP A REA ,BIO,56,85,1982,2015,101,9588,535,6.325,4.386,6,1870631,0,0,1980,192,8,184,0.140625,12622.796658078121,0.00033128936803739246,XD,19
1sBMvJIAAAAJ,LISA STOWERS ,BIO,19,21,1995,2016,19,3639,662,20.499,5.684,1,487370,0,0,1995,83,0,83,0.09090909090909091,0,0,BIO,9
1sHiufgAAAAJ,ANDREW D CHISHOLM ,BIO,34,54,1989,2016,69,4210,483,10.065,5.116,4,293707,0,0,1985,285,3,282,0.10326086956521739,131.93427370957696,0.0001520623532010577,BIO,14
1SJPBDAAAAAJ,HANK CHILDS ,CS,19,35,2004,2016,65,1215,210,1.653,7.677,0,0,0,0,2000,312,12,300,0.20306513409961685,8504.138629853644,0.0003154599211312224,XD,63
1somGYUAAAAJ,MILTON H SAIER ,BIO,108,520,1967,2016,602,42065,3456,3.717,4.164,2,5585654,0,0,1965,693,14,679,0.12909260991580918,25223.249621800092,0.0004154931289324663,XD,14
1T3wsnsAAAAJ,DAWN SYWASSINK LUTHE ,BIO,33,58,1973,2016,84,3498,257,4.302,4.81,7,4116339,0,0,1970,176,1,175,0.09195402298850575,0,0.00008907984814663327,BIO,42
1tBxBJUAAAAJ,BENHUR LEE ,BIO,50,109,1996,2016,128,9689,490,7.113,8.508,0,0,37,13092751,1995,416,5,411,0.1145631067961165,5567.2456531348,0.000194581817368375,XD,19
1UbzzQcAAAAJ,RAHUL SARPESHKAR ,BIO,45,89,1991,2016,141,7111,1225,4.889,3.121,5,4092736,2,971015,1990,108,4,104,0.42452830188679247,4022.7806090224913,0.00016283910235640473,XD,38
1UnT11UAAAAJ,PETER B SARGENT ,BIO,26,39,1972,2011,46,2792,557,5.914,3.196,1,411061,0,0,1970,29,0,29,0.041666666666666664,0,0,BIO,7
1uX0rugAAAAJ,THOMAS P SAKMAR ,BIO,65,141,1979,2017,168,13588,736,7.287,5.125,0,0,9,301690,1975,253,4,249,0.07165109034267912,932.3195934230777,0.00019572984761443622,BIO,14
1u_MQY8AAAAJ,JOHN HJ PETRINI ,BIO,50,87,1985,2016,99,13315,1163,12.362,6.374,1,9306,0,0,1985,397,5,392,0.14460784313725492,4959.656648661835,0.00021548835253120112,XD,26
1ve3gzYAAAAJ,VICTORIA A BRAITHWAITE ,BIO,44,87,1991,2016,107,5577,481,2.997,3.607,0,0,0,0,1990,75,0,75,0.04142011834319527,0,0,BIO,42
1vk3NxsAAAAJ,ANDREAS MATOUSCHEK ,BIO,40,55,1989,2016,64,7343,836,10.316,4.078,3,1794333,20,5201575,1985,98,3,95,0.049019607843137254,274.19361172314495,0.0001305291479665071,BIO,30
1WIPsm0AAAAJ,MICHAEL JOSEPH RYAN ,BIO,75,238,1978,2016,282,18530,1160,5.843,2.943,35,15171779,26,2359741,1975,161,12,149,0.04230769230769231,9343.719860565168,0.0003762410138607754,XD,30
1wq5H9oAAAAJ,ROBERT A WEINBERG ,BIO,175,385,1967,2016,381,111054,5129,16.289,4.588,0,0,82,50509837,1965,649,12,637,0.14838709677419354,12957.66549824554,0.00040083953077136263,XD,1
1X-MOE8AAAAJ,LIQUN LUO ,BIO,70,131,1992,2016,138,16116,1783,16.433,5.457,1,275999,42,13462753,1990,580,9,571,0.22160664819944598,13353.89106716246,0.000391578705618172,XD,1
1xfwEBAAAAAJ,AMELIA CLARE REGAN ,CS,29,56,1995,2016,87,2682,273,1.728,2.517,6,4595365,0,0,1995,118,2,116,0.16071428571428573,68.11473039796087,0.00009537343924578652,CS,29
1z3mv7EAAAAJ,LUBERT STRYER ,BIO,92,163,1959,2013,190,24818,1734,7.753,3.221,1,92005,0,0,1955,179,6,173,0.08444444444444445,1781.2661482692183,0.00022012871277807207,BIO,1
1zmDOdwAAAAJ,CHRISTOPHER D MANNING ,CS,93,251,1992,2016,282,29230,1870,4.687,3.33,6,7425273,0,0,1990,347,12,335,0.1674641148325359,6588.4813649070575,0.00029981939348773995,XD,1
1zWBSKEAAAAJ,AARON MICHAEL RING ,BIO,16,18,2007,2016,23,1398,276,16.457,11.174,0,0,4,115006,2005,218,3,215,0.17857142857142858,218.92610356191386,0.000134133515810501,BIO,7
2-jY1SQAAAAJ,KEVIN J SULLIVAN ,CS,41,75,1988,2016,107,6227,551,1.617,3.963,10,3645371,0,0,1985,164,9,155,0.08045977011494253,4018.2184847402395,0.0002440914176857864,CS,29
206DEM0AAAAJ,JOEL T DUDLEY ,BIO,33,60,2006,2016,83,36145,28876,10.931,11.614,0,0,0,0,2005,737,20,717,0.30307941653160453,10762.61362872029,0.0005248926868502208,XD,42
22aEccUAAAAJ,EDWARD C THERIOT ,BIO,33,69,1979,2016,87,2821,179,2.439,4.402,14,5259968,0,0,1975,265,5,260,0.21524663677130046,1556.496542114084,0.00018599081863612376,XD,30
25pGNr8AAAAJ,DIANE C SLUSARSKI ,BIO,33,44,1990,2016,48,6497,819,9.001,8.458,0,0,0,0,1990,307,6,301,0.1853448275862069,5619.488363381792,0.0002486771155563114,XD,55
26h2MnAAAAAJ,TIMOTHY E LINDQUIST ,CS,8,6,1983,2013,28,190,25,0.935,3.464,2,2106739,0,0,1980,17,2,15,0.017543859649122806,7732,0.00016811399383658915,CS,48
27ytbx8AAAAJ,JAMES T KADONAGA ,BIO,77,123,1983,2017,122,19186,1575,12.109,4.107,6,1363320,53,15734162,1980,314,6,308,0.22018348623853212,2634.1893959950744,0.00020111681263966117,XD,14
28yZqbcAAAAJ,C JOEL MCMANUS ,BIO,13,13,2007,2016,16,611,190,7.783,5.75,0,0,0,0,2005,84,3,81,0.3404255319148936,1127.6068769983237,0.00011106984957738785,XD,42
2aMqJTgAAAAJ,GUY BRESLER ,CS,10,10,2008,2016,15,1122,324,1.64,2.667,1,161000,0,0,2005,12,2,10,0.06666666666666667,43.32684301050831,0.0000816526857881468,CS,1
2aSu29oAAAAJ,ARDEM PATAPOUTIAN ,BIO,55,75,1990,2017,81,15779,1729,16.932,8.099,0,0,43,16584282,1990,267,2,265,0.0783132530120482,170.87667106908478,0.00010710150220732323,BIO,9
2Ay8qC4AAAAJ,ANNE MOSCONA ,BIO,34,62,1986,2016,73,3341,390,6.885,5.438,0,0,38,13112651,1990,188,4,184,0.12578616352201258,1643.0996838390654,0.00017540993147885798,BIO,14
2b1nMvgAAAAJ,JIAN HUANG ,CS,22,32,1998,2014,52,1541,276,1.373,5.269,13,13206754,12,2473384,1995,831,30,801,0.7127192982456141,56426.30608832028,0.0008423288957996792,XD,70
2Bbi09MAAAAJ,TERRENCE G OAS ,BIO,36,57,1978,2016,72,5714,620,7.183,3.861,0,0,0,0,1975,153,6,147,0.125,1141.1984319139576,0.00021724897100998305,BIO,11
2Bc3UN4AAAAJ,ROBERT T COLLINS ,CS,43,103,1987,2016,115,10330,1527,4.512,3.617,18,5030586,4,162349,1985,169,10,159,0.19285714285714287,4640.122806582855,0.0002764230751535581,XD,29
2CYhvK0AAAAJ,GEORGE H PERRY ,BIO,24,33,2005,2017,45,6990,3642,10.347,9.844,3,456420,11,11145264,2005,476,8,468,0.31338028169014087,1282.7877346869109,0.00023793519907613285,BIO,42
2C_5IhcAAAAJ,WILLIAM S BUSH ,BIO,19,36,2005,2016,68,1573,353,4.875,13.662,0,0,0,0,2005,430,7,423,0.26621160409556316,1824.9376052777852,0.00019958927882786207,XD,38
2dTrwzAAAAAJ,MICHAEL ANTHONY CASEY ,CS,28,44,1994,2015,64,2925,543,3.356,3.75,1,70638,0,0,1990,89,0,89,0.1,0,0,CS,40
2eM6GocAAAAJ,GIOVANNI VIGNA ,CS,66,157,1994,2016,205,18392,1678,1.406,4.912,13,5469430,0,0,1990,331,27,304,0.07364341085271318,15137.415280137717,0.000558474503739591,CS,34
2ewb-10AAAAJ,MARIA L GINI ,CS,36,118,1975,2016,238,5302,312,1.792,3.626,28,6409007,0,0,1975,135,8,127,0.07653061224489796,2223.6907682483034,0.00021859494270903997,CS,29
2FbkAzYAAAAJ,MANUELA M VELOSO ,CS,74,343,1988,2017,514,22119,1332,2.291,3.089,8,4554726,0,0,1985,349,19,330,0.09667673716012085,16288.34061105905,0.0004879481607594499,CS,1
2ftJYXMAAAAJ,ROY HAROLD CAMPBELL ,CS,64,248,1974,2016,364,16689,1629,1.624,3.646,23,30396674,0,0,1970,439,21,418,0.1220159151193634,22363.29731328595,0.0004734562070783874,XD,5
2G1KglQAAAAJ,JEAN TOBY GREENBERG ,BIO,39,53,1986,2016,57,7652,762,7.984,6.351,7,7335924,0,0,1985,251,4,247,0.09956709956709957,1392.6420128349462,0.00013639976371760884,XD,14
2G5HJE0AAAAJ,JONATHAN P DAVIS ,BIO,23,39,1998,2016,62,1342,88,4.538,6.468,2,214208,0,0,1995,211,4,207,0.07741935483870968,1703.9123631597488,0.00018360893758386426,BIO,42
2gggOEIAAAAJ,HESSAM S SARJOUGHIAN ,CS,28,76,1990,2016,137,2143,106,1.204,3.241,9,5980251,0,0,1990,156,1,155,0.1111111111111111,0,0.00006686731134514432,CS,48
2hemeGMAAAAJ,TIFFANY M BARNES ,CS,24,57,1995,2016,143,1970,123,0.959,3.993,17,11183366,0,0,1995,190,3,187,0.06779661016949153,231.85404207607965,0.00010785263784061088,CS,48
2hg5lYIAAAAJ,TAPAN K SARKAR ,CS,67,305,1967,2016,560,17464,1124,1.65,3.286,1,360545,0,0,1965,274,2,272,0.0687960687960688,0,0.00009048927703688564,CS,67
2HR9-igAAAAJ,PETER ANDOLFATTO ,BIO,41,58,1992,2016,63,5711,537,8.859,4.667,5,455169,10,2144369,1990,310,12,298,0.40816326530612246,12112.839263214648,0.00037091944905039555,XD,9
2i7uayYAAAAJ,DAVI GEIGER ,CS,30,53,1987,2016,81,4481,634,3.359,3.321,5,1686432,0,0,1985,173,7,166,0.3173076923076923,2770.591173704282,0.00019302475012559025,XD,29
2iu5LzQAAAAJ,BRIAN K HAMMER ,BIO,19,20,1994,2016,26,1792,598,4.582,4.192,4,3188479,0,0,1990,73,2,71,0.15492957746478872,97.73977510535676,0.00009439270781944805,BIO,55
2i_mta4AAAAJ,COSMA ROHILLA SHALIZI ,CS,28,39,1999,2016,64,8163,4967,2.737,2.578,2,352868,0,0,1995,55,2,53,0.15517241379310345,138.98649764239093,0.00010979071718605775,XD,1
2j4daMHxyBUC,ROBERT A CORNELL ,BIO,22,29,1994,2016,36,1737,217,6.555,10.806,1,497610,0,0,1990,363,6,357,0.41637010676156583,6321.380365818606,0.00025181947229650537,XD,55
2JMaTKsAAAAJ,BEN LANGMEAD ,CS,19,20,2009,2016,23,16876,9288,13.433,5,0,0,0,0,2005,83,4,79,0.5208333333333334,35.17722593400048,0.00012163754820867542,CS,28
2jRpisYAAAAJ,AJAY D KSHEMKALYANI ,CS,23,41,1990,2016,98,2478,925,1.579,2.214,3,1920299,0,0,1990,73,2,71,0.10869565217391304,21.882906334327227,0.00008190593034278761,CS,60
2K2-QrMAAAAJ,NEIL J MCKENNA ,BIO,21,28,1995,2016,32,5776,1988,9.653,5.906,0,0,8,6452620,1995,109,1,108,0.13636363636363635,0,0.00006143057799320535,BIO,25
2K2gtpsAAAAJ,LINDA EDWARDS GRAHAM ,BIO,30,63,1975,2016,70,3417,900,4.077,3.686,7,3065562,0,0,1975,68,1,67,0.06382978723404255,0,0.00007623016867945039,BIO,18
2kkddh0AAAAJ,BENJAMIN C PIERCE ,CS,57,134,1991,2016,139,11604,869,0.89,3.295,23,8935722,0,0,1990,167,7,160,0.056,1924.2851967800823,0.00019089049662305337,CS,19
2Kqxn2MAAAAJ,FELIX O YAROVINSKY ,BIO,30,39,2002,2016,38,3493,876,11.139,8.895,0,0,9,2296015,2000,205,4,201,0.10666666666666667,1931.5547740008953,0.000175627254351328,BIO,68
2KR-hMsAAAAJ,SHIPENG WEI ,BIO,11,11,2009,2016,17,237,42,3.045,5.647,0,0,0,0,2005,53,1,52,0.18867924528301888,0,0.00005993060870935583,XD,42
2kXsgI4AAAAJ,CHITA RANJAN DAS ,CS,48,145,1985,2016,218,7923,288,1.757,4.028,0,0,0,0,1985,285,12,273,0.12169312169312169,1859.9225697923696,0.00029916299761893164,CS,29
2LAmkegAAAAJ,MONICA DUS ,BIO,11,11,2004,2016,13,3446,1431,14.284,7,0,0,5,393804,2000,212,3,209,0.45614035087719296,801.8951671744794,0.00011825835855066131,XD,19
2lbWNPAAAAAJ,ANDREW A FORBES ,BIO,15,17,2005,2017,31,722,132,5.253,4.935,2,695702,0,0,2005,87,4,83,0.125,15625.058171885572,0.00027839929947515645,BIO,55
2LnUVG4AAAAJ,DAVID C ZAPPULLA ,BIO,14,15,1996,2016,22,1279,470,8.927,3.909,0,0,5,862697,1995,67,0,67,0.09302325581395349,0,0,BIO,5
2lpCLIYAAAAJ,JORGE M SOBERON ,BIO,41,81,1981,2016,97,14552,5984,5.285,4.557,3,1692775,0,0,1980,214,2,212,0.09216589861751152,53.56320049231016,0.00009592696472340796,BIO,68
2LQimEIAAAAJ,ROGER M WARTELL ,BIO,35,65,1970,2016,82,3570,561,5.159,4.61,4,1132716,0,0,1970,130,4,126,0.11515151515151516,1624.0779129023251,0.00016039365221241113,XD,55
2M8BWDkAAAAJ,ANDREAS STATHOPOULOS ,CS,18,26,1991,2016,52,1401,175,1.944,3.308,7,2532342,0,0,1990,134,1,133,0.13725490196078433,0,0.00010661053045305061,CS,70
